id,name,artist_id,monthly_listeners,album_id
3748,Color street,396,1979964,513
3749,Total reduce office,400,1265008,921
3750,Go leader,337,1480355,810
3751,Plant entire financial market,493,166486,180
3752,Cut effort democratic,87,672502,920
3753,Upon figure million,142,1031114,693
3754,Notice money their,317,771488,235
3755,Follow industry family,199,1383212,952
3756,Choose,46,1260112,831
3757,Model high play,288,1780193,337
3758,Represent sport,15,1126269,8
3759,Kid our,44,1084711,443
3760,Grow development down,401,466448,941
3761,Nearly audience bar,169,1863870,539
3762,Vote decision,310,137262,820
3763,Experience meet,495,1644063,658
3764,Gun street,44,1941374,91
3765,Cover reduce direction,98,5331,854
3766,Leader budget,261,1566976,272
3767,Note many,109,1232834,834
3768,Anything boy store,283,1880656,5
3769,Eye at risk,372,1340269,594
3770,Direction,343,213854,899
3771,Stop south,104,551049,219
3772,Whole day choice,256,790694,118
3773,Worry four,379,1554416,593
3774,Time score,206,969763,976
3775,Small social baby,335,860004,582
3776,Lead sense free,43,781080,115
3777,Reduce often clear collection,353,185544,263
3778,Produce seek,245,351002,306
3779,New lead,287,1134243,654
3780,Agree opportunity,355,5677,422
3781,Run town,273,205580,1000
3782,Fact debate region,476,131334,207
3783,Upon,83,1523657,623
3784,Miss strong move,110,1545360,303
3785,Face dark,438,364581,112
3786,Agency term program should,190,969121,417
3787,Social so then,471,412811,555
3788,Usually country,288,1530251,859
3789,Leg draw TV four,424,1634012,285
3790,Interest recognize particular company,397,1882934,640
3791,Drug letter,251,600559,185
3792,Modern really,212,559745,741
3793,Never,291,567819,901
3794,Film whom,133,205335,221
3795,Hit,201,467516,864
3796,Media star,285,1701891,444
3797,Behind,326,195243,117
3798,Worry,409,1562021,70
3799,Out take understand,95,258231,898
3800,Possible enough training,278,774589,70
3801,Green future politics,450,1619635,622
3802,Suggest feeling question,429,618423,427
3803,Edge save our,325,591642,644
3804,Season difficult represent,219,638031,568
3805,Partner a,89,769741,989
3806,Guy official,72,1607756,443
3807,Actually different change,247,1251844,601
3808,Break probably perform,129,917094,137
3809,Along late early,212,96057,504
3810,Fly Congress professor,428,1087985,131
3811,Develop simple region,343,247889,218
3812,Remain left generation rich,96,428686,688
3813,Young card control kid,75,150457,171
3814,Green range practice,423,1466088,475
3815,Total finally,495,1954574,612
3816,His call claim,54,324860,992
3817,That open,344,876584,129
3818,Research drug her,459,1075958,57
3819,Identify nothing,413,77675,181
3820,This actually,54,1016100,246
3821,Value result,218,547707,144
3822,Special behind,16,1011825,51
3823,Health,99,82238,368
3824,Painting may,20,1043536,459
3825,Agency,46,1275401,218
3826,Often require,451,1744227,616
3827,Region cost service,193,275541,895
3828,Create key,383,1369608,567
3829,Say word,58,1084745,257
3830,Officer too,437,587470,858
3831,Team however tell,111,879908,156
3832,Author character,129,1878257,565
3833,Purpose,337,1208989,442
3834,Radio like central,194,1911611,841
3835,Together argue pull,413,178216,956
3836,Politics card win,340,455988,699
3837,Live training game,326,80360,876
3838,Few team,8,1587308,662
3839,Street ready far he,29,439863,776
3840,Huge operation there,112,124662,762
3841,Be able whom,435,1819352,945
3842,Able seek page,161,1148419,810
3843,Fall,131,798406,923
3844,Glass who,188,637438,935
3845,Short break consider,163,1481175,723
3846,Attack price,197,1830484,25
3847,Prevent before decade,475,1668690,806
3848,Set mean ask,364,475768,853
3849,Day together,204,1933656,664
3850,Stock floor glass,212,226121,536
3851,Ahead clear week,109,1970036,764
3852,Build public husband,276,926581,60
3853,Fall able,73,823922,467
3854,Trouble director,167,1815299,434
3855,Value see,260,650001,879
3856,Moment nearly reflect score,243,1105188,66
3857,Blue create,275,625762,910
3858,On become provide,102,1347879,565
3859,Pressure voice car sit,475,1613574,928
3860,Region it,173,1002040,106
3861,Guy door fall,171,932310,96
3862,Never condition visit,141,1686960,988
3863,Determine involve after,397,210417,688
3864,Message compare until,188,212463,551
3865,Study,441,894844,168
3866,Purpose,86,1668788,42
3867,Effort shoulder,476,269602,879
3868,Middle,52,1967001,104
3869,Wall adult science sell,111,298668,845
3870,Authority main third,437,663213,204
3871,Least on,365,1352197,520
3872,Impact discover admit,342,1343942,975
3873,Certainly purpose,43,543608,282
3874,Government cost,211,95154,908
3875,Land college,456,577531,43
3876,Their source,500,1750551,947
3877,East short organization,200,411568,110
3878,Describe write,298,1646697,987
3879,Option,346,94476,210
3880,And describe,240,115560,749
3881,Food college,115,921707,868
3882,Fight claim large,26,1350987,831
3883,Week worry source,407,1611805,49
3884,Industry never,299,870241,115
3885,Ground bit,77,550656,155
3886,Itself career,412,1913194,649
3887,Able yard particularly work,137,1342704,503
3888,Cell laugh,20,1484733,679
3889,Control watch staff save,440,1253566,833
3890,End present,211,1495475,711
3891,Clearly go,240,1307057,986
3892,Prepare peace may,39,1801,71
3893,More yard,435,631826,519
3894,Or traditional team,268,899633,712
3895,Hard both,207,1883973,336
3896,Citizen machine,479,610557,67
3897,Hundred idea true,439,1827629,493
3898,Health space,462,928473,650
3899,Own country respond,267,299113,754
3900,Produce somebody art,154,1525061,967
3901,Difference near add upon,42,1999529,213
3902,Significant usually,411,92679,181
3903,Assume thus kitchen,11,682065,766
3904,Pattern every source drop,294,1765239,613
3905,Ten start less,98,1340083,863
3906,Allow control firm common,427,1211368,599
3907,Military before air,275,928476,697
3908,Order,448,1607215,603
3909,Near physical too,390,1684887,248
3910,Know mission,430,1741081,214
3911,Responsibility western,372,613236,359
3912,Process stop bring television,230,1794550,249
3913,Sure smile,369,1268764,638
3914,Herself since back,426,1892243,923
3915,Exist,220,277999,950
3916,Pull,65,430385,881
3917,Difference pull resource,355,1311253,516
3918,We family must,232,178476,88
3919,Theory if,328,1200217,663
3920,Tree could newspaper,443,650362,176
3921,Bank,52,1833942,723
3922,Peace today,374,579725,426
3923,Skin pattern,431,157810,771
3924,Democratic analysis,376,925276,603
3925,Even treat one,263,1139986,771
3926,Hand seek,267,1069307,924
3927,When daughter,359,666491,703
3928,Owner eight,317,853756,81
3929,Level group,324,186169,927
3930,Myself instead simple,409,1917728,138
3931,Evidence,396,1932441,433
3932,Box family,154,266033,470
3933,Put including,358,534857,350
3934,Run play,366,1923201,126
3935,Win best health other,140,1256325,881
3936,Memory when,427,1134768,917
3937,Card example we,51,1828693,868
3938,North model lay,117,1136730,309
3939,Practice Republican,421,209542,855
3940,Price response,46,1157649,230
3941,Traditional require,309,1269470,460
3942,Director exactly,88,520235,345
3943,Important PM participant,208,795044,310
3944,Per set left,377,1625508,953
3945,Sea west add lay,269,1605933,20
3946,Firm the,89,1917749,881
3947,I admit,381,421547,561
3948,Part somebody resource,118,843329,647
3949,Their,54,1194582,541
3950,What make,441,1452887,560
3951,Western condition,116,1534286,477
3952,Network herself,118,889976,269
3953,Unit,260,1592570,3
3954,Force camera,75,175588,770
3955,Article similar tonight already,480,1677466,16
3956,Wind design prove,305,1539800,606
3957,Long share sound,7,1346349,358
3958,Sign,366,1489702,646
3959,Town themselves economy,122,1531332,813
3960,City against,11,125746,839
3961,Campaign service plan industry,348,545719,133
3962,Total happy summer,438,1237381,312
3963,Statement task for,489,1613952,967
3964,You shake husband pressure,215,1749071,482
3965,Save enter home no,429,1034290,895
3966,Newspaper artist change,279,432231,544
3967,Arrive live,498,756398,305
3968,Occur once quite,28,556673,269
3969,Traditional join read indicate,235,333343,414
3970,Conference law,367,1350397,25
3971,Son same serious,313,1167680,981
3972,Both strategy player,26,1062394,316
3973,Study truth,409,482438,571
3974,Ago new,54,326145,725
3975,Federal stand ago,29,156049,668
3976,Decision culture,467,575120,826
3977,Evening foot,353,1876939,276
3978,Bring like join,164,609278,930
3979,Majority politics occur,270,1259542,389
3980,Particularly ball within sign,334,1121780,722
3981,Church event land,35,46784,444
3982,Fear wall,286,1942313,999
3983,You plant east,348,1059497,427
3984,Generation him hold,273,1870967,57
3985,Friend until,451,1868336,697
3986,Discover political,208,1975939,971
3987,Congress front poor,238,1305140,566
3988,Be family sign,414,614794,721
3989,Onto and,500,1123984,368
3990,Memory,93,1697716,941
3991,Real nothing return,173,1789702,342
3992,Yeah cold present,79,1600572,805
3993,Tend,110,1592711,852
3994,Cold several should,217,1629853,304
3995,Tell set three,435,1961391,764
3996,Imagine particularly husband,358,1054498,374
3997,Between,106,464144,950
3998,Happen economy remain,47,1101911,816
3999,Name must,181,1962921,112
4000,Population common,64,1980621,878
4001,Should he address,246,806983,6
4002,Sound bank charge,244,1200029,930
4003,Hear service,422,900751,703
4004,Him south,320,318817,846
4005,Party world source,87,1937539,944
4006,Available,217,23948,279
4007,Worker black board,490,617552,382
4008,Recent method set magazine,7,60072,852
4009,Reveal lay,278,1379280,13
4010,Very five,337,1787185,303
4011,Thousand service,210,1707422,556
4012,Baby could natural,497,67691,617
4013,Cup history might,169,666442,160
4014,Network spring miss,330,1938789,154
4015,Per past section for,138,1395825,754
4016,Use nation law,441,8086,181
4017,Word compare,391,390962,526
4018,Part front environmental customer,496,593141,180
4019,Scientist,381,1413645,377
4020,Conference admit participant,306,1381747,804
4021,Between pull at,230,1327636,776
4022,Amount there,475,802680,168
4023,Believe general,308,1860234,214
4024,Look market important,161,943529,150
4025,Painting factor,1,764210,16
4026,Leg stock husband,236,573668,91
4027,Per enjoy usually,437,1843856,120
4028,Total speak station,188,1588138,956
4029,Everyone itself,418,1366265,253
4030,Former rich,4,1833979,60
4031,Range cut,401,1146070,266
4032,Finally wrong,132,116981,409
4033,Argue risk fly,427,167305,31
4034,Fall company,218,17304,21
4035,Tax popular various,260,1032477,731
4036,Remain win property so,1,1323014,593
4037,Vote possible,71,289569,289
4038,Old relate,478,725071,543
4039,To important,178,1024657,498
4040,Difficult,457,1160353,746
4041,Six kid they,189,1011815,474
4042,Fish,291,403641,405
4043,Soldier avoid on,8,1665413,548
4044,Special blood film,253,618752,961
4045,Itself job,408,963494,132
4046,Doctor thus blue short,467,1680612,324
4047,Yes amount before,292,1516538,858
4048,Whole hot,434,1904303,132
4049,Specific case candidate,244,803523,521
4050,Rule central course,123,1955951,30
4051,Reality,299,1303750,627
4052,Clear,283,656362,301
4053,Push Mrs best,32,1303466,4
4054,Community budget,334,575699,325
4055,Movement soldier thousand,377,435174,509
4056,Election difference their strong,146,1308477,237
4057,Level feeling teach best,156,96696,535
4058,Throughout offer,413,677067,16
4059,Theory end,16,671608,534
4060,Thousand car,355,1645173,997
4061,Sign indicate,47,1783258,584
4062,Serious under mention,251,970224,816
4063,Age receive,187,671397,446
4064,About enter forward,31,68421,993
4065,Order her,260,237436,503
4066,Into institution somebody,421,1524659,956
4067,Allow admit,17,1352332,230
4068,Often civil,39,482247,107
4069,Play around,304,1587314,720
4070,Wrong either occur,430,1059067,389
4071,Marriage song,474,118026,720
4072,Relate how,432,75804,263
4073,Help care,39,1561238,563
4074,Issue physical between,489,880725,65
4075,Sea charge feel,132,1693362,265
4076,Race water movement,30,763803,338
4077,Wide rate,158,1973871,301
4078,At off,278,1941483,378
4079,Simple enough,203,815746,175
4080,Apply direction,66,1887891,963
4081,Finish oil price,108,488335,152
4082,Send,268,1034061,476
4083,More religious scene threat,222,1398806,266
4084,Issue base minute,292,721989,329
4085,Position campaign sometimes,18,1413011,973
4086,Decision official,90,1291799,816
4087,Art able,181,535255,163
4088,Avoid bank style,255,1262402,438
4089,Sense require suffer,455,1354940,343
4090,Human scientist,253,1779099,367
4091,Four figure drug,257,1972027,465
4092,Also candidate else,383,1744355,750
4093,Manager possible local,442,1367851,199
4094,Issue keep until,346,482930,500
4095,Recognize ball,87,29876,16
4096,Box again decide,90,1793380,821
4097,Indeed them entire,237,888880,296
4098,Wear administration although,390,1724907,868
4099,Who police,70,981043,511
4100,Agency prevent thousand point,44,230192,788
4101,Least relationship,200,1360948,984
4102,Story consumer bed fine,152,1304343,239
4103,Debate decade safe,86,1910503,581
4104,Place my data,19,253313,301
4105,All look data,101,1077837,6
4106,Special enough class,402,1156177,220
4107,Simply hospital,95,1110836,766
4108,Them agreement against method,254,1547790,453
4109,Such by keep structure,357,1524163,433
4110,Law,30,1003297,807
4111,So provide,249,1446138,870
4112,Job career,426,1014847,386
4113,Value family theory,33,1538746,619
4114,Adult detail turn generation,458,1630040,295
4115,Hold guess,229,315444,118
4116,Thousand pay easy,12,143412,405
4117,Case run,118,1567137,680
4118,Yet,350,820444,997
4119,Question especially finally,155,1740329,763
4120,Direction rule debate husband,423,1676017,594
4121,International raise she,393,1517925,566
4122,Always crime any,246,1992637,752
4123,Stand concern,405,1909281,878
4124,Wind pay,332,899760,12
4125,Lead back could,247,1946312,209
4126,Hand task defense,29,369781,165
4127,Lead usually,161,673636,878
4128,Value smile which,235,1366359,294
4129,North subject whom,190,385083,911
4130,Actually appear,117,532598,519
4131,Interest heart of first,271,1740103,78
4132,Suddenly term,258,1414664,434
4133,Skin and,180,479096,577
4134,Cut they stuff,487,1715327,614
4135,Method discuss,373,1171589,963
4136,Last air,172,182693,869
4137,Through leg measure,438,667252,812
4138,Blue gas success,274,1912741,799
4139,And poor,259,734946,683
4140,Us public value,135,954646,77
4141,Decide key,171,439895,48
4142,Father political another,210,173687,767
4143,Alone program behavior,236,1228201,82
4144,What training,422,1158840,895
4145,Today clear theory,421,604359,721
4146,Thing serious,186,697362,209
4147,Eat policy,417,1434331,445
4148,Process,364,1120234,971
4149,Treatment lead,443,1583716,596
4150,Expert able,95,268531,522
4151,Adult animal,378,1439291,29
4152,Cultural green detail,11,1933303,304
4153,Artist some pass,68,655669,994
4154,Rich action wait capital,379,1024439,465
4155,Industry on agreement,210,303138,502
4156,Knowledge today feel,196,235484,446
4157,Beat herself institution,369,1428632,628
4158,Store campaign course owner,98,427941,490
4159,Public hour,93,1777618,781
4160,Would yourself simple,472,656920,428
4161,Heart western,22,387354,559
4162,Use,450,843997,359
4163,Cut thought,172,1313032,960
4164,Process other score,383,936709,91
4165,Research help,134,389026,53
4166,Become whole already,426,1978675,730
4167,Pretty glass,25,88566,860
4168,Very marriage personal,185,284473,589
4169,It together,85,1284326,204
4170,Yeah mission job,55,1904195,556
4171,Require keep,251,1649406,156
4172,Us attorney,144,1157813,2
4173,Wrong,351,1569480,357
4174,Generation news,398,1426196,825
4175,Management indeed,167,1347365,569
4176,Floor theory kind,412,1137078,802
4177,Case drop week,224,487598,983
4178,Program and low,220,350454,58
4179,Prove think,179,857051,254
4180,Worker public,119,1869521,180
4181,Hundred writer region pressure,433,534037,493
4182,Seek their,265,1735719,669
4183,It central,442,585933,35
4184,Building minute,429,214933,75
4185,Sister easy friend,150,1102751,944
4186,Listen yet government,416,1002720,289
4187,Floor yes,453,981213,371
4188,Away order,215,149395,587
4189,In already,197,51762,329
4190,Outside choose,42,589510,590
4191,Again establish,53,428709,767
4192,While education,480,1238976,777
4193,Where set traditional,443,256539,999
4194,Safe perform,330,1061789,304
4195,Within line,251,622655,579
4196,Ok budget special decade,295,1026336,221
4197,Leader or evidence,378,1751866,979
4198,Discussion cell director,271,1208361,164
4199,Change more,455,1681021,480
4200,Exist main head,413,1803272,455
4201,Responsibility pick,123,1082159,375
4202,Level shake,367,654080,220
4203,Tell type,387,80944,684
4204,Either,339,1071945,254
4205,What military,266,1752864,722
4206,Though cell let,348,1951852,188
4207,Usually very,29,1069086,191
4208,Represent mean,463,1041444,389
4209,Show magazine,35,13120,215
4210,Top money,6,625135,375
4211,Hard meeting measure,396,623863,86
4212,Series drop,111,1440989,474
4213,Instead mother thing,294,1317015,618
4214,Hundred several suffer,77,545748,844
4215,Shake,349,540251,808
4216,Network while,147,1913124,531
4217,Else how red,67,552616,47
4218,Glass,392,872061,65
4219,Significant style now,8,125034,963
4220,Book,122,1595469,475
4221,State,340,1946909,146
4222,Something organization,175,1225461,946
4223,Window picture middle,388,1227019,798
4224,Long,179,633529,382
4225,Sell yourself,85,835030,66
4226,Section economic,451,192848,517
4227,Oil full cup,45,255289,93
4228,Capital detail,136,1908266,865
4229,City paper interview,343,828401,426
4230,Girl wait less,16,1741848,468
4231,Onto,333,170446,94
4232,Use forward,195,1777238,618
4233,Information kind,496,63784,133
4234,Agree perhaps,9,968386,434
4235,Get direction,316,934432,341
4236,Process material when,334,1070850,314
4237,Keep live,333,1703858,591
4238,Huge order,327,821848,212
4239,Of approach,15,218220,520
4240,Write southern sort,327,717358,159
4241,Interesting he field,102,363578,268
4242,Term outside,226,244768,661
4243,Model pay help,425,1996127,862
4244,Size fly,278,1486148,958
4245,Wonder your,408,1742070,603
4246,Name rich weight,113,1509834,748
4247,Trouble thank story,485,1887318,474
4248,Approach training,428,1036108,801
4249,Season long such,1,868190,410
4250,Seat must change,266,144435,474
4251,Serve herself interest,491,479365,356
4252,Themselves north,208,963067,680
4253,Improve history,110,818060,193
4254,Provide standard,200,1553712,699
4255,Send current cell,440,1039457,271
4256,Evidence nothing hold college,369,1119248,114
4257,School remember thousand,473,1620110,897
4258,Land conference can,306,929665,523
4259,Field,12,495209,55
4260,No behind design,345,614398,770
4261,Realize,465,1535230,65
4262,Understand look election,188,265954,991
4263,Town partner,154,1764796,684
4264,Fly between more much,494,1257847,272
4265,Left receive,368,596976,502
4266,Sometimes tonight test,334,852980,662
4267,Wear fly,425,1767299,362
4268,Both respond,420,274306,146
4269,Better discover,377,1923866,943
4270,Rich speech school,279,598823,209
4271,Husband his,171,401435,286
4272,Prove stage,134,596152,10
4273,Movie,495,1708557,739
4274,Far case street,453,1167947,186
4275,Group gun,427,1663656,574
4276,Window laugh,25,700793,597
4277,If most key,18,514214,464
4278,Material,190,1519642,134
4279,Bring American,141,782704,835
4280,Ball away,43,1115764,809
4281,Sit,334,1235599,171
4282,Remain fund democratic,284,1917726,213
4283,Score finally,146,763476,973
4284,Operation live four,315,561846,530
4285,Real everybody,444,129938,826
4286,His interview,319,1196307,502
4287,Adult we,441,1870421,572
4288,Gun themselves,92,797867,600
4289,Ahead,179,775560,27
4290,Entire,56,1601931,68
4291,Course decade,155,613082,790
4292,Vote,160,881255,408
4293,They carry,111,856656,552
4294,Morning provide officer,137,467441,109
4295,Lead cover,232,526667,74
4296,Situation save,480,1414267,578
4297,Alone third,468,1682405,680
4298,Education high,220,1470416,262
4299,See debate cup,481,485716,368
4300,Record soon,68,1793363,786
4301,Share spend day,302,639922,849
4302,Old marriage,249,778867,870
4303,Probably style,482,1964709,237
4304,Have race,496,1369465,727
4305,Rock board,323,970309,366
4306,Finish could,410,1677779,286
4307,Note husband rock,392,1563607,378
4308,Condition international possible,6,406732,661
4309,Not he,464,735782,830
4310,Here explain,280,217915,906
4311,Have administration despite,432,1703424,376
4312,Management easy course,487,1205491,619
4313,Kitchen court such,94,1186560,653
4314,Give animal floor,429,1726450,76
4315,Professor do travel,269,219431,9
4316,Think out,197,1761968,196
4317,Bill music participant,25,947301,807
4318,Follow but,148,662809,792
4319,Much line cultural,118,133797,893
4320,Team interest,338,868838,630
4321,Threat,367,1058880,290
4322,Ahead body,338,991562,999
4323,Executive,66,126555,61
4324,Carry decision goal,458,1456455,937
4325,Need to across,301,1382040,389
4326,Listen catch health,370,1572853,847
4327,Trip pretty perform,175,469224,818
4328,Computer network,319,1034424,900
4329,Movie husband easy,76,1144064,563
4330,Mean report,495,1308066,564
4331,Prevent,461,1387311,634
4332,Safe heavy,114,1406764,679
4333,Deep cover adult,111,1717612,8
4334,Husband live,249,1861200,369
4335,Check any,439,786890,45
4336,Easy agent new although,203,1991802,344
4337,Property sign,147,1712382,757
4338,Cup new,35,1431024,796
4339,Training new continue,487,923229,375
4340,Small bar,309,741957,619
4341,Series painting seek beyond,26,507289,27
4342,Game view both,238,613495,193
4343,Test pay,14,1762568,930
4344,Stock seat this store,374,199017,849
4345,No foot,45,1647605,357
4346,Goal summer century,428,1065941,62
4347,Safe save matter,216,853224,62
4348,Fine spend husband,233,721217,422
4349,Pretty into defense,193,772769,794
4350,And answer notice in,51,672064,633
4351,Hospital control point,427,1886583,792
4352,On write,375,161974,551
4353,Three gun,214,907073,380
4354,On explain,151,233366,277
4355,He tonight great,440,1443987,606
4356,Senior look finally,275,251319,431
4357,Around traditional,338,840949,115
4358,Energy range never,76,35012,688
4359,Remember entire and,439,667775,121
4360,Maintain over,220,1482326,525
4361,Tax a,348,1595550,997
4362,Cold throughout test once,444,1782134,899
4363,Matter value crime,187,508730,416
4364,Still never,289,1733679,163
4365,Himself,403,33161,787
4366,Lay performance see,28,455529,910
4367,Really seat,379,248066,688
4368,Dream,180,764977,982
4369,Fire do father,253,1314122,337
4370,Available particular,126,1112766,379
4371,Send help,177,1295832,324
4372,Hotel fear left its,37,971055,173
4373,Story girl,410,1324995,1000
4374,Property,99,1733118,787
4375,Teacher prove,98,540203,64
4376,Vote such,127,1312629,101
4377,Record keep tax,483,901542,322
4378,Fill wind,168,1115484,975
4379,Improve idea offer,80,1176913,66
4380,Successful,294,1858628,843
4381,Land sea pressure eat,333,35112,557
4382,Fill live boy,126,730411,599
4383,Or start arm,343,1052007,458
4384,Face quality,310,1136166,579
4385,Official inside product,150,849607,453
4386,Vote single,16,1691336,259
4387,Than fire rock,28,295768,934
4388,Where,496,1256769,717
4389,Actually detail,419,62264,426
4390,Far watch system,444,901198,979
4391,Staff teach,173,688318,936
4392,Appear professor,46,1968775,178
4393,Then certainly everybody,328,363355,931
4394,This measure job,236,644790,280
4395,Shake other,439,444148,344
4396,Conference book away,214,1279971,17
4397,Politics away,85,1355945,296
4398,Measure,282,657763,202
4399,Art,232,1001850,962
4400,School quality,85,1255039,684
4401,Affect lay draw,409,1219284,919
4402,According just a,489,798271,774
4403,Like doctor,65,984050,194
4404,Call stop,134,1809570,149
4405,Culture third,151,1228477,375
4406,Long,115,1189878,888
4407,Yard hope manage,64,1625841,35
4408,Executive significant wonder,343,1483024,369
4409,Plant second,427,1949058,29
4410,Detail long,363,495523,775
4411,Big try when,407,226864,221
4412,Since miss these,352,1599515,53
4413,Huge list state,158,623207,933
4414,Force community thank challenge,77,1351683,791
4415,Option last change,491,712232,353
4416,Sort figure despite,146,643064,392
4417,Close huge,343,866630,76
4418,Despite culture hit,463,1194387,494
4419,Indicate relate quite old,225,131697,688
4420,Effort window sure will,405,850726,522
4421,Property attention quite,313,1229004,975
4422,Man main person,103,527077,117
4423,Store high describe toward,407,1986500,280
4424,Republican far paper news,347,876729,730
4425,Fill red remain,301,1810838,175
4426,Hope pattern myself,428,1310989,746
4427,Ground,466,169678,949
4428,Always write suggest,88,432856,764
4429,Standard since create,371,1954349,295
4430,Describe finish,303,1617999,451
4431,Thought,168,1086643,834
4432,Produce protect,435,976924,518
4433,Several maybe,170,804789,21
4434,Customer policy now,135,171923,73
4435,Race hundred oil,50,301406,842
4436,Name sister but,432,518961,36
4437,Impact follow,340,1257501,507
4438,They success,347,1894651,899
4439,Cost report value,134,1036598,233
4440,Nearly rich fast,347,415750,728
4441,Rock can need,137,878702,982
4442,Condition week,245,1544225,497
4443,Most friend,109,164944,206
4444,Set sign,313,499953,426
4445,Scene sure must,287,926193,941
4446,Suffer national,21,594391,44
4447,Strong physical,90,873700,91
4448,East cut same,296,1660174,929
4449,Edge education government,112,1531523,828
4450,Stop and,301,510085,470
4451,Only physical,77,562700,605
4452,Onto member entire,177,1359454,467
4453,Human,343,503850,851
4454,Long you purpose bank,148,1399513,454
4455,Manager week state,101,1774866,595
4456,Challenge bar four,246,1544630,333
4457,Last enjoy speak,117,1071804,507
4458,Production,92,121627,794
4459,Idea another,401,341068,470
4460,Feel region,28,1585183,21
4461,Cause car,425,7475,228
4462,Standard alone stuff,450,753451,376
4463,Capital once black,25,1002198,130
4464,Season benefit,58,1719664,687
4465,Color gun,498,242382,620
4466,Get say political,297,816977,414
4467,Hour who,134,1408356,795
4468,Kitchen week,331,517187,71
4469,Else improve suffer,249,1017254,404
4470,It,38,1803348,562
4471,Both decision,390,1766692,607
4472,Concern,429,725135,791
4473,Leader movement,75,1481491,397
4474,Way nor,142,431037,337
4475,Dog weight catch,322,293759,644
4476,Significant professional material modern,168,1849754,505
4477,Money reveal cold,259,1529249,910
4478,Budget,373,1727681,276
4479,Draw,355,264389,892
4480,Herself beyond,225,118408,13
4481,Knowledge type leave,152,637431,3
4482,Voice boy home,19,1991933,986
4483,Subject concern hair,146,1339352,986
4484,Network financial recent,448,800288,978
4485,Late economic,241,1237541,224
4486,Reflect receive north,372,1281874,974
4487,National girl once,381,1641913,175
4488,Business read,344,1894190,899
4489,Century,237,1969881,385
4490,Avoid green improve,35,1802817,602
4491,Art ok use,190,1784367,920
4492,Culture,1,1744685,241
4493,Dream off require,484,1254405,547
4494,Law campaign quickly,153,318798,14
4495,Than,429,1252222,195
4496,Generation activity,433,491783,397
4497,Anything single may,126,842813,431
4498,Oil,491,1108177,306
4499,Let,482,1195730,334
4500,Tough evidence,345,671008,725
4501,Soldier police collection,400,787796,410
4502,More social discussion,226,1215216,3
4503,Memory smile international,221,998150,691
4504,Huge feel recognize interesting,403,465710,552
4505,Crime religious,407,1779568,452
4506,Manage room,211,1319156,676
4507,Back feel read mind,25,1398433,819
4508,Pass check western,16,1993834,747
4509,Next song,182,1896202,769
4510,Each turn special,499,1074120,872
4511,Race girl attack,329,1112871,495
4512,Cover recognize,129,1455430,417
4513,Executive remember support,42,722075,391
4514,Be name better,403,70409,373
4515,Student many,481,1823584,628
4516,Its wonder meeting,418,1001610,52
4517,Recent feel another,336,522998,376
4518,Mind eye,236,1700703,395
4519,Common agreement continue,360,376903,923
4520,Until son,439,1328877,142
4521,Guy any,402,1226213,86
4522,Any party meeting,34,726356,464
4523,Large,345,591176,46
4524,Better true smile,381,188167,844
4525,Race least couple,45,1900955,238
4526,Must wait imagine,134,1529914,10
4527,Task situation,21,1906888,664
4528,Chance area quite,122,5507,573
4529,Gas far,70,1939142,530
4530,Window according the,352,1093564,598
4531,Professor treat,361,361565,649
4532,Push perform wear,48,673225,913
4533,Less rate,491,1414311,742
4534,Manage just,39,1441334,640
4535,Indeed risk,287,28213,616
4536,Election heart over,490,974458,698
4537,Effort herself,10,1107026,909
4538,Summer contain,30,398693,178
4539,Others as,244,1636086,869
4540,Same method hospital,274,1973613,6
4541,Drop teacher,444,519728,853
4542,Culture at at,88,1728332,307
4543,Challenge remain,244,1062331,548
4544,Research beat newspaper,381,1705801,327
4545,Ever often begin,329,1191821,356
4546,Case trouble best,479,1239553,793
4547,Fund record,15,1218745,395
4548,Alone better,4,1345091,300
4549,Window,191,236132,526
4550,Low box,168,405470,749
4551,Mr give similar,9,136090,285
4552,Indicate short measure,109,792624,330
4553,Hair spring history,137,789447,50
4554,Education time,154,895586,773
4555,Energy model sport,388,725276,968
4556,Cold move red,209,1602207,622
4557,Throughout three hundred,272,856738,709
4558,Page age,143,1055405,378
4559,Ago believe option,99,1608245,764
4560,Garden,377,898883,600
4561,Simple,308,213153,1000
4562,Me visit meet,69,281407,825
4563,Ok story,247,760036,538
4564,Part seven,261,447476,774
4565,System bar trade,276,485427,144
4566,Recently share,79,321562,60
4567,She hundred,146,1795834,868
4568,Down,111,525436,780
4569,Pick mother,258,920258,75
4570,Community situation your,93,1862753,3
4571,Close,13,598202,575
4572,Occur write,260,1554687,748
4573,Name military western,426,1987220,448
4574,When successful,109,1110229,958
4575,Lose,330,1797471,741
4576,Case specific network,189,193593,902
4577,Task owner,95,341459,275
4578,During drop answer,105,1342795,530
4579,Before,8,1997777,592
4580,With him,67,973048,215
4581,Clear,496,10795,683
4582,Little history now,191,1638419,485
4583,Nice discussion team,366,1284644,329
4584,Hospital,256,1512546,255
4585,Range six high,9,983364,387
4586,Information try,478,628395,126
4587,Rock spend,117,314673,767
4588,Fall second,267,1978752,584
4589,Compare maybe real,99,1497030,550
4590,Scientist season,485,752938,324
4591,Natural animal school left,298,1216598,204
4592,Ground difference,397,12009,172
4593,Sometimes create,164,179168,735
4594,Statement relate,376,1724480,217
4595,Be,141,1603245,245
